DATETIME,MEASURE:Units,MEASURE:Royalty Price,MEASURE:Customer Price,Vendor Identifier,Artist / Show,Title,Label/Studio/Network,Product Type Identifier,Order Id,Postal Code,Customer Identifier,Sale/Return,Customer Currency,Country Code,Royalty Currency,Asset/Content Flavor
9/29/13,1,2.09,2.99,0145_20121109_MOBZ_HABEMUSPAPAM,"Nanni Moretti,Michel Piccoli,Jerzy Stuhr",Habemus Papam,Sacher Film,D,3.10021E+13,96080-070,2758537949,S,USD,BR,USD,HD
9/28/13,1,2.09,2.99,0032_20120611_MOBZ_QUEMSEIMPORTA,"Wellington Nogueira,Vera Cordeiro,Rodrigo Baggio,Premal Shah,Oscar Rivas,Muhammad Yunus,Mary Gordon,Karen Tse,John Mighton,Joaquﾌ_n Leguﾌ_a,Joaquim Melo,Jehane Noujaim,Isaac Durojaiye,Eugﾌｻnio Scannavino,Dener Giovanini,Bill Drayton,Bart Weetjens,Al Etmanski",Quem Se Importa,Mamo Filmes,D,9.30009E+13,$,8198763334,S,USD,BR,USD,HD
9/29/13,1,2.79,3.99,0148_20121205_MOBZ_OSOMAOREDOR,"W.J. Solha,Maeve Jinkings,Lula Terra,Irma Brown,Irandhir Santos,Gustavo Jahn",Neighbouring Sounds,Cinemascﾌ_pio,D,8.70014E+13,60165-070,3142620539,S,USD,BR,USD,SD
9/29/13,1,1.39,1.99,0011_20120509_MOBZ_AFITABRANCA,"Maria-Victoria Dragus,Levin Henning,Leonie Benesch,Leonard Proxauf,Fion Mutert",A Fita Branca,Les Films Du Losange,D,1.10001E+14,01453-030,8760965489,S,USD,BR,USD,SD
9/29/13,1,2.09,2.99,0099_20120827_MOBZ_AONDA,"Max Riemelt,Jﾌ_rgen Vogel,Jennifer Ulrich,Jacob Matschenz,Frederick Lau,Christiane Paul",A Onda,Constantin Film Verleih Gmbh,D,2.20029E+13,01333-001,6714416604,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0210_20130718_SOFA_UMAGARRAFANOMARDEGAZA,"Mahmud Shalaby,Hiam Abbass,Agathe Bonitzer",Uma Garrafa no Mar de Gaza,TS Productions,D,9.60008E+13,05433-050,8639832654,S,USD,BR,USD,HD
9/25/13,1,3.49,4.99,0164_20130705_SOFA_ADEUSBERTHEOENTERRODAVOVO,"Valﾌｩrie Lemercier,Samir Guesmi,Pierre Arditi,Michel Vuillermoz,Isabelle Candelier,Denis Podalydﾌｬs,Catherine Hiegel,Bruno Podalydﾌｬs",Adeus Berthe - O Enterro da Vovﾌ_,Why Not Productions,D,8.30018E+13,13087-550,3000613974,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,2.70026E+13,13419-155,891963534,S,USD,BR,USD,HD
9/29/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.80025E+13,53300,5303902339,S,MXN,MX,MXN,HD
9/29/13,1,2.09,2.99,0002_20120403_MOBZ_DZICROQUETTES,"Ron Lewis,Pedro Cardoso,Norma Bengell,Ney Matogrosso,Nelson Motta,Miguel Falabella,Marilia Pera,Luis Carlos Miﾌｩle,Liza Minnelli,Josﾌｩ Possi Neto,Jorge Fernando,Gilberto Gil,Elke Maravilha,Cﾌｩsar Camargo Mariano,Clﾌﾁudia Raia,Betty Faria,Aderbal Freire Filho",Dzi Croquettes,Tria Productions,D,6.20028E+13,66060-280,6693164229,S,USD,BR,USD,HD
9/29/13,1,1.39,1.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.20017E+13,$,5994714149,S,USD,BR,USD,SD
9/25/13,1,3.49,4.99,0189_20130705_SOFA_APARTEDOSANJOS,"William Ruane,Paul Brannigan,John Henshaw,Jasmin Riggins,Gary Maitland",A Parte dos Anjos,Entertainment One,D,6.20028E+13,93336-220,7209759044,S,USD,BR,USD,HD
9/24/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.00024E+13,02926-050,6996795034,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0210_20130718_SOFA_UMAGARRAFANOMARDEGAZA,"Mahmud Shalaby,Hiam Abbass,Agathe Bonitzer",Uma Garrafa no Mar de Gaza,TS Productions,D,1.11001E+14,51020-000,5054476344,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,3.20025E+13,$,6381370404,S,USD,CL,USD,HD
9/25/13,1,3.49,4.99,0148_20121205_MOBZ_OSOMAOREDOR,"W.J. Solha,Maeve Jinkings,Lula Terra,Irma Brown,Irandhir Santos,Gustavo Jahn",Neighbouring Sounds,Cinemascﾌ_pio,D,3.20024E+13,24230-054,2027939249,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,8.00023E+13,60810-005,2131991749,S,USD,BR,USD,HD
9/28/13,1,2.79,3.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.70026E+13,$,1141798604,S,USD,SV,USD,SD
9/29/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.20018E+13,0,7338438234,S,USD,CO,USD,HD
9/26/13,1,1.39,1.99,0097_20120827_MOBZ_DORIANGRAY,"Pip Torrens,John Hollingworth,Fiona Shaw,Colin Firth,Cato Sandford,Ben Chaplin,Ben Barnes",O Retrato de Dorian Gray,UK Film Council,D,8.6002E+13,17018-829,865787519,S,USD,BR,USD,SD
9/28/13,1,2.79,3.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,2.70026E+13,04562-000,1376777514,S,USD,BR,USD,SD
9/26/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,3.60023E+13,01409-010,1361910174,S,USD,BR,USD,HD
9/26/13,1,2.79,3.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,8.6002E+13,$,924759274,S,USD,CL,USD,SD
9/24/13,1,3.49,4.99,0177_20130110_MOBZ_MEUPEDELARANJALIMA,"Tino Gomes,Tadeu Silva Timote,Ricardo Bravo,Pedro Valle,Manoel Leﾌ｣es,Leﾌｫnidas Josﾌｩ,Kathia Calil,Julia de Victa,Joﾌ｣o Guilherme ﾌ」ila,Josﾌｩ De Abreu,Inﾌｻs Peixoto,Fernanda Vianna,Eduardo Moreira,Eduardo Dascar,Adim Martins Monteiro Neto",Meu Pﾌｩ de Laranja Lima,Pﾌﾁssaro Films,D,8.70013E+13,05852-490,5577292429,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,6.40025E+13,05655-020,5140487584,S,USD,BR,USD,HD
9/25/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,6.20028E+13,22210-030,5231226754,S,USD,BR,USD,HD
9/29/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.90026E+13,86070,5491949834,S,MXN,MX,MXN,HD
9/29/13,1,2.09,2.99,0193_20130705_SOFA_DOMESTICA,"Vanuza Santos de Oliveira,Sﾌｩrgio de Jesus,Maria das Graﾌ､as Santos Almeida,Lucimar Roza,Helena Gonﾌ､alves Araﾌｼjo,Flﾌﾁvia Santos Silva,Dilma dos Santos Souza",Domﾌｩstica,Desvia,D,2.30024E+13,99010-030,5381413409,S,USD,BR,USD,HD
9/27/13,1,28,40,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.60023E+13,11000,5300231434,S,MXN,MX,MXN,SD
9/28/13,1,2.09,2.99,0171_20130110_MOBZ_NO,"Nﾌｩstor Cantillana,Luis Gnecco,Gael Garcﾌ_a Bernal,Alfredo Castro",No,Imovision,D,2.70026E+13,50040-090,5287001784,S,USD,BR,USD,HD
9/28/13,1,2.09,2.99,0027_20120510_MOBZ_ASEVIDENCIASDEUMCRIME,"Samuel L. Jackson,Eva Mendes,Ed Harris",Cleaner,Millennium Films,D,7.80009E+13,22430-060,10105575919,S,USD,BR,USD,HD
9/29/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.40022E+13,64988,6890794404,S,MXN,MX,MXN,HD
9/23/13,1,2.79,3.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,2.70025E+13,70834 020,5554276499,S,USD,BR,USD,SD
9/23/13,1,3.49,4.99,0205_20130705_SOFA_HITMAN,"Luke Goss,Caroline Tillette",Entrevista com Hitman,Kirlian Pictures,D,6.60022E+13,01307-002,5608817749,S,USD,BR,USD,HD
9/27/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.00012E+13,$,5930151704,S,USD,CO,USD,HD
9/27/13,1,2.09,2.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,2.80024E+13,30380-457,6726827494,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,7.00012E+13,8330013,7265831449,S,USD,CL,USD,HD
9/25/13,1,2.09,2.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,3.80024E+13,88815-270,1437567499,S,USD,BR,USD,HD
9/25/13,1,3.49,4.99,0177_20130110_MOBZ_MEUPEDELARANJALIMA,"Tino Gomes,Tadeu Silva Timote,Ricardo Bravo,Pedro Valle,Manoel Leﾌ｣es,Leﾌｫnidas Josﾌｩ,Kathia Calil,Julia de Victa,Joﾌ｣o Guilherme ﾌ」ila,Josﾌｩ De Abreu,Inﾌｻs Peixoto,Fernanda Vianna,Eduardo Moreira,Eduardo Dascar,Adim Martins Monteiro Neto",Meu Pﾌｩ de Laranja Lima,Pﾌﾁssaro Films,D,7.30011E+13,$,9787393039,S,USD,BR,USD,HD
9/28/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,8.6002E+13,67250,9673371739,S,MXN,MX,MXN,HD
9/29/13,1,2.09,2.99,0099_20120827_MOBZ_AONDA,"Max Riemelt,Jﾌ_rgen Vogel,Jennifer Ulrich,Jacob Matschenz,Frederick Lau,Christiane Paul",A Onda,Constantin Film Verleih Gmbh,D,7.20017E+13,80420-010,9665117714,S,USD,BR,USD,HD
9/29/13,1,2.09,2.99,0097_20120827_MOBZ_DORIANGRAY,"Pip Torrens,John Hollingworth,Fiona Shaw,Colin Firth,Cato Sandford,Ben Chaplin,Ben Barnes",O Retrato de Dorian Gray,UK Film Council,D,3.50021E+13,70253-090,5354288864,S,USD,BR,USD,HD
9/29/13,1,2.99,4.99,0008_20120426_MOBZ_ASEPARACAO,"Shahab Hosseini,Sarina Farhadi,Sareh Bayat,Peyman Moadi,Leila Hatami",A Separaﾌ､ﾌ｣o,Asghar Farhadi,D,2.30024E+13,$,6833373604,S,USD,CO,USD,HD
9/28/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,2.90023E+13,25900,2105291679,S,MXN,MX,MXN,HD
9/29/13,1,2.39,3.99,0008_20120426_MOBZ_ASEPARACAO,"Shahab Hosseini,Sarina Farhadi,Sareh Bayat,Peyman Moadi,Leila Hatami",A Separaﾌ､ﾌ｣o,Asghar Farhadi,D,3.20024E+13,$,6336609919,S,USD,CO,USD,SD
9/29/13,1,2.09,2.99,0153_20130110_MOBZ_AMOUR,"William Shimell,Jean-Louis Tritignant,Isabelle Huppert,Emmanuelle Riva,Alexandre Tharaud",Amor,Les Films du Losange,D,3.60023E+13,22210-001,1418333319,S,USD,BR,USD,HD
9/29/13,1,2.09,2.99,0171_20130110_MOBZ_NO,"Nﾌｩstor Cantillana,Luis Gnecco,Gael Garcﾌ_a Bernal,Alfredo Castro",No,Imovision,D,6.30022E+13,02272-030,1448759549,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0204_20130705_SOFA_DEPOISDEMAIO,"Lola Creton,Fﾌｩlix Armand,Clﾌｩment Mﾌｩtayer",Depois de Maio,MK2 Productions,D,6.60023E+13,01240-000,5303720029,S,USD,BR,USD,HD
9/29/13,1,1.4,1.99,0124_20121024_MOBZ_CANOAVIROU,"Vera Fuzaro,Isabela G. Carvalho",Galinha Pintadinha 2 A Canoa Virou,Bromelia filminhos,M,3.80025E+13,04726-160,1485951974,S,USD,BR,USD,SD
9/24/13,1,28,40,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,8.70013E+13,37138,3080500334,S,MXN,MX,MXN,SD
9/28/13,1,1.39,1.99,0003_20120403_MOBZ_MEDIANERAS,"Rafael Ferro,Pilar Lopez de Ayala,Javier Drolas,Ines Efron",Medianeras,Rizoma,D,7.40006E+13,04718-000,9855606829,S,USD,BR,USD,SD
9/28/13,1,1.39,1.99,0099_20120827_MOBZ_AONDA,"Max Riemelt,Jﾌ_rgen Vogel,Jennifer Ulrich,Jacob Matschenz,Frederick Lau,Christiane Paul",A Onda,Constantin Film Verleih Gmbh,D,8.6002E+13,70680-250,2922671324,S,USD,BR,USD,SD
9/28/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,2.70026E+13,$,5840490769,S,USD,CO,USD,HD
9/27/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,2.90023E+13,82200-060,7263413669,S,USD,BR,USD,HD
9/29/13,1,35,50,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,6.10027E+13,7810,5222511799,S,MXN,MX,MXN,HD
9/25/13,1,3.49,4.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,2.80024E+13,EC140255,915032704,S,USD,EC,USD,HD
9/24/13,1,1.4,1.99,0119_20121024_MOBZ_CAOAMIGO,"Vera Fuzaro,Isabela G. Carvalho",Galinha Pintadinha 2 Cﾌ｣o Amigo,Bromelia filminhos,M,8.6002E+13,27933-040,2278180354,S,USD,BR,USD,SD
9/25/13,1,2.79,3.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,2.30024E+13,87013-260,6808964729,S,USD,BR,USD,SD
9/24/13,1,2.79,3.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,6.10027E+13,80620-000,5701277354,S,USD,BR,USD,SD
9/26/13,1,3.49,4.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,1.12001E+14,7850000,10158665064,S,USD,CL,USD,HD
9/27/13,1,2.79,3.99,0211_20132108_SOFA_ALEMDAESTRADA,"Naomi Campbell,Jill Mulleady,Guilhermina Guinle,Esteban Feune de Colombi",Alﾌｩm da Estrada,Waking Up Films,D,8.00023E+13,$,1425983089,S,USD,CL,USD,SD
9/25/13,1,2.99,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,8.50019E+13,1414,5310902579,S,USD,AR,USD,HD
9/25/13,1,2.99,4.99,0101_20120913_MOBZ_533FILHOS,"Patrick Huard,Julie Le Breton,Antoine  Bertrand",Meus 533 Filhos,Caramel Films,D,9.50011E+13,05707-001,5886372849,S,USD,BR,USD,HD
9/23/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,2.30024E+13,770 0914,6892914679,S,USD,CL,USD,HD
9/29/13,1,2.79,3.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.20024E+13,05630-070,6506375739,S,USD,BR,USD,SD
9/29/13,1,1.39,1.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,8.6002E+13,04141-001,2983827144,S,USD,BR,USD,SD
9/29/13,1,2.09,2.99,0096_20120827_MOBZ_DESEJOEPODER,"Thomas Morrison,Stephen Carlile,Sarah Crowden,Peter Barnes,Matthew Goode,Anna Madeley",Brideshead - Desejo e Poder,Brideshead Films,D,7.00012E+13,01239-020,6237849204,S,USD,BR,USD,HD
9/26/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.80024E+13,$,5363226704,S,USD,CL,USD,HD
9/29/13,1,3.49,4.99,0210_20130718_SOFA_UMAGARRAFANOMARDEGAZA,"Mahmud Shalaby,Hiam Abbass,Agathe Bonitzer",Uma Garrafa no Mar de Gaza,TS Productions,D,8.10019E+13,35900-244,2968013774,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,8.80013E+13,20520-055,6283603504,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0201_20130705_SOFA_MARTELODOSDEUSES,"Theo Barklem-Biggs,Michael Lindall,Michael Jibson,James Cosmo,IVAN KAYE,Glynis Barber,Francis Magee,Finlay Robertson,Elliot Cowan,Clive Standen,Charlie Bewley,Alexandra Dowling",Martelo dos Deuses,Vertigo Filmes,D,3.00025E+13,03227-070,2047009349,S,USD,BR,USD,HD
9/23/13,1,1.4,1.99,0106_20121024_MOBZ_SAPONAOLAVAOPE,"Vinicius Honorio,Vera Fuzaro,Camila Castro",Galinha Pintadinha e Sua Turma o Sapo,Bromelia filminhos,M,9.80007E+13,05417-040,7630924559,S,USD,BR,USD,SD
9/27/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.60008E+13,18,7381202104,S,USD,PE,USD,HD
9/23/13,1,2.79,3.99,0197_20130705_SOFA_LOUCOSPORDINHEIRO,"Stephen Park,Michael Angarano,Lucy Walters,Juno Temple,Jack McBrayer,Debra Monk,Bobby Moynihan,Billy Magnussen,Ben Rappaport,Alia Shawkat,Alexis Bledel",Loucos por Dinheiro,Northern Light Films,D,3.60023E+13,22793-314,5112856149,S,USD,BR,USD,SD
9/28/13,1,3.49,4.99,0204_20130705_SOFA_DEPOISDEMAIO,"Lola Creton,Fﾌｩlix Armand,Clﾌｩment Mﾌｩtayer",Depois de Maio,MK2 Productions,D,2.20028E+13,90640-030,2101081239,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0212_20132108_SOFA_FOXFIRE,"Raven Adamson,Madeleine Bisson,Katie Coseni",Foxfire: Confissﾌｵes de uma Gangue de Garotas,Canal+ France,D,3.60023E+13,30112-970,5559797234,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0148_20121205_MOBZ_OSOMAOREDOR,"W.J. Solha,Maeve Jinkings,Lula Terra,Irma Brown,Irandhir Santos,Gustavo Jahn",Neighbouring Sounds,Cinemascﾌ_pio,D,8.20021E+13,04608-011,2112444329,S,USD,BR,USD,HD
9/29/13,1,3.49,4.99,0210_20130718_SOFA_UMAGARRAFANOMARDEGAZA,"Mahmud Shalaby,Hiam Abbass,Agathe Bonitzer",Uma Garrafa no Mar de Gaza,TS Productions,D,8.30018E+13,60115-220,2124249364,S,USD,BR,USD,HD
9/28/13,1,3.49,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,9.20009E+13,8320340,1111604194,S,USD,CL,USD,HD
9/29/13,1,2.79,3.99,0212_20132108_SOFA_FOXFIRE,"Raven Adamson,Madeleine Bisson,Katie Coseni",Foxfire: Confissﾌｵes de uma Gangue de Garotas,Canal+ France,D,8.6002E+13,22441-000,861118274,S,USD,BR,USD,SD
9/29/13,1,2.09,2.99,0029_20120510_MOBZ_OHOMEMAOLADO,"Rafael Spregelburd,Lorenza Acuﾌｱa,Inﾌｩs Budassi,Eugenio Scopel,Eugenia Alonso,Enrique Gagliesi,Debora Zanolli,Daniel Arﾌﾁoz,Bﾌﾁrbara Hang",O Homem ao Lado,Aleph Media,D,3.20025E+13,05628-000,7057945909,S,USD,BR,USD,HD
9/26/13,1,2.79,3.99,0212_20132108_SOFA_FOXFIRE,"Raven Adamson,Madeleine Bisson,Katie Coseni",Foxfire: Confissﾌｵes de uma Gangue de Garotas,Canal+ France,D,3.90025E+13,01452-001,5324629039,S,USD,BR,USD,SD
9/29/13,1,3.49,4.99,0177_20130110_MOBZ_MEUPEDELARANJALIMA,"Tino Gomes,Tadeu Silva Timote,Ricardo Bravo,Pedro Valle,Manoel Leﾌ｣es,Leﾌｫnidas Josﾌｩ,Kathia Calil,Julia de Victa,Joﾌ｣o Guilherme ﾌ」ila,Josﾌｩ De Abreu,Inﾌｻs Peixoto,Fernanda Vianna,Eduardo Moreira,Eduardo Dascar,Adim Martins Monteiro Neto",Meu Pﾌｩ de Laranja Lima,Pﾌﾁssaro Films,D,6.40025E+13,22793-250,5062786279,S,USD,BR,USD,HD
9/23/13,1,2.99,4.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,D,3.00024E+13,1644,2006258214,S,USD,AR,USD,HD
9/26/13,1,7,9.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,M,8.50019E+13,22451-000,3342901384,S,USD,BR,USD,HD
9/23/13,1,3.49,4.99,0195_20130705_SOFA_HOJE,"Pedro Abhull,Lorena Lobato,Joﾌ｣o Baldasserini,Denise Fraga,Cﾌｩsar Troncoso,Claudia Assunﾌ､ﾌ｣o",Hoje,Tangerina Entretenimento,D,1.11001E+14,02080-020,5291626354,S,USD,BR,USD,HD
9/24/13,1,3.49,4.99,0209_20130717_SOFA_AMORETUDOQUEVOCEPRECISA,"Trine Dyrholm,Sebastian Jessen,Pierce Brosnan,Paprika Steen,Molly Blixt Egelind,Kim Bodnia",Amor ﾌｩ Tudo o Que Vocﾌｻ Precisa,Zentropa Entertainments,D,2.30024E+13,76811-760,5466349334,S,USD,BR,USD,HD
9/25/13,1,1.4,1.99,0130_20121024_MOBZ_ARANHA,"Vera Fuzaro,Isabela G. Carvalho",Galinha Pintadinha 3 Dona Aranha,Bromelia filminhos,M,9.10007E+13,90630-090,8625217574,S,USD,BR,USD,SD
9/28/13,1,3.49,4.99,0197_20130705_SOFA_LOUCOSPORDINHEIRO,"Stephen Park,Michael Angarano,Lucy Walters,Juno Temple,Jack McBrayer,Debra Monk,Bobby Moynihan,Billy Magnussen,Ben Rappaport,Alia Shawkat,Alexis Bledel",Loucos por Dinheiro,Northern Light Films,D,1.12001E+14,30140-130,8315064664,S,USD,BR,USD,HD
9/28/13,1,7,9.99,0144_20121109_MOBZ_HEADHUNTERS,"Synnove Macody Lund,Nikolaj Coster-Waldau,Aksel Hennie",Headhunters,Yellow Bird,M,6.60023E+13,70384-090,1482725234,S,USD,BR,USD,HD
